item_id,day_index,actual_sales,median_q50,conformal_lower_q10,conformal_upper_q90,recommended_order_qty,interval_width,relative_risk,risk_level,primary_risk_driver,recommended_actions,Demand Trend,Demand Volatility,Seasonality & Events,Data Reliability,Unmapped / Other,risk_driver_demand_volatility,risk_driver_seasonality_and_events,risk_driver_data_reliability
HOUSEHOLD_1_241_CA_1_validation,1906,0,0.63,0.0,2.5,3.0,2.5,3.9681909810955385,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",64.25,9.71,6.99,0.11,18.93,57.77,41.59,0.64
HOUSEHOLD_2_292_TX_1_validation,1886,0,0.0,0.0,1.0,1.0,1.0,99999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",81.1,13.57,1.91,0.11,3.3,87.01,12.27,0.72
FOODS_3_635_TX_1_validation,1908,0,0.0,0.0,0.67,1.0,0.67,67000.0,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",71.84,18.9,1.93,0.69,6.63,87.81,8.98,3.21
HOBBIES_1_279_TX_1_validation,1894,1,0.56,0.0,2.0,2.0,2.0,3.5713647970571953,MEDIUM,Seasonality And Events,"['Review upcoming seasonal demand', 'Coordinate with suppliers', 'Validate promotion schedule']",60.48,7.54,12.04,0.27,19.67,37.98,60.68,1.34
FOODS_3_746_TX_1_validation,1909,1,1.47,0.0,3.87,4.0,3.87,2.6326351521418223,LOW,Seasonality And Events,"['Follow planned seasonal inventory', 'Continue monitoring event calendar', 'No additional action required']",69.26,5.07,9.78,0.26,15.63,33.57,64.73,1.7
HOUSEHOLD_1_068_WI_1_validation,1890,2,1.09,0.0,2.92,3.0,2.92,2.678874505738479,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",76.0,8.46,4.99,0.16,10.39,62.13,36.67,1.2
HOUSEHOLD_2_113_CA_4_validation,1912,0,0.0,0.0,1.38,2.0,1.38,137999.99999999997,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",76.3,12.66,2.85,0.11,8.09,81.06,18.25,0.68
HOUSEHOLD_1_087_WI_2_validation,1911,1,0.0,0.0,1.91,2.0,1.91,190999.99999999997,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",81.56,12.36,0.78,0.1,5.2,93.3,5.91,0.79
FOODS_3_485_CA_2_validation,1889,1,0.94,0.0,3.09,3.0,3.09,3.2871990723502944,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",76.59,7.68,6.05,0.18,9.5,55.19,43.49,1.32
FOODS_2_108_CA_1_validation,1911,0,0.04,0.0,2.49,2.0,2.49,62.23444138965259,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",78.7,13.04,0.97,0.1,7.18,92.4,6.9,0.7
FOODS_3_074_CA_4_validation,1900,2,1.27,0.0,3.67,4.0,3.67,2.889741025661215,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",72.67,10.71,9.33,0.24,7.04,52.81,46.0,1.19
FOODS_3_792_CA_2_validation,1898,3,2.22,0.0,5.42,5.0,5.42,2.4414304440070085,LOW,Seasonality And Events,"['Follow planned seasonal inventory', 'Continue monitoring event calendar', 'No additional action required']",70.98,1.87,11.15,0.28,15.72,14.05,83.86,2.09
FOODS_1_039_TX_1_validation,1888,0,0.0,0.0,0.98,1.0,0.98,97999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",81.22,12.63,1.99,0.11,4.05,85.75,13.5,0.74
FOODS_1_032_WI_2_validation,1888,4,7.78,2.43,16.14,15.0,13.71,1.7622085318656404,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",88.2,4.42,3.43,0.18,3.77,55.12,42.68,2.21
HOUSEHOLD_1_133_WI_1_validation,1888,1,1.9,0.0,4.36,4.0,4.36,2.294724764606502,LOW,Seasonality And Events,"['Follow planned seasonal inventory', 'Continue monitoring event calendar', 'No additional action required']",77.35,5.12,7.79,0.17,9.57,39.14,59.52,1.34
FOODS_2_290_WI_1_validation,1887,0,1.15,0.0,3.16,3.0,3.16,2.7478021930244085,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",73.75,8.64,7.95,0.25,9.42,51.33,47.21,1.46
HOUSEHOLD_2_142_CA_3_validation,1895,0,1.2,0.0,3.62,4.0,3.62,3.0166415279872667,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",59.2,20.61,6.34,0.19,13.66,75.95,23.35,0.7
HOUSEHOLD_2_336_TX_2_validation,1904,0,0.32,0.0,1.86,2.0,1.86,5.812318365051092,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",82.1,3.43,2.25,0.18,12.03,58.57,38.35,3.09
FOODS_3_572_WI_3_validation,1893,5,7.53,3.07,13.3,12.0,10.23,1.3585639328500227,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",85.39,8.93,3.85,0.1,1.73,69.31,29.91,0.78
HOBBIES_2_036_CA_3_validation,1900,0,1.01,0.0,3.44,3.0,3.44,3.4059068722091856,MEDIUM,Seasonality And Events,"['Review upcoming seasonal demand', 'Coordinate with suppliers', 'Validate promotion schedule']",79.44,5.11,6.37,0.18,8.9,43.81,54.68,1.51
HOUSEHOLD_1_535_WI_1_validation,1910,2,0.97,0.0,2.9,3.0,2.9,2.989659900413398,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",57.81,17.31,8.25,0.2,16.43,67.21,32.02,0.77
HOUSEHOLD_1_410_CA_3_validation,1886,7,5.74,1.15,12.68,11.0,11.53,2.008707301903655,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",89.91,4.61,4.07,0.13,1.28,52.34,46.16,1.5
FOODS_2_296_TX_2_validation,1901,0,0.0,0.0,0.82,1.0,0.82,81999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",78.91,15.43,2.14,0.11,3.41,87.32,12.08,0.6
HOUSEHOLD_1_419_TX_3_validation,1893,0,0.0,0.0,1.38,2.0,1.38,137999.99999999997,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",80.84,12.68,2.54,0.12,3.83,82.69,16.53,0.78
HOUSEHOLD_2_073_WI_1_validation,1892,0,0.0,0.0,0.95,1.0,0.95,94999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",76.4,14.02,2.94,0.1,6.54,82.18,17.22,0.6
HOUSEHOLD_1_381_CA_4_validation,1894,0,0.66,0.0,2.74,3.0,2.74,4.151452250723474,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",71.23,14.77,5.29,0.13,8.59,73.17,26.2,0.63
FOODS_3_516_WI_2_validation,1913,16,12.49,3.86,21.24,20.0,17.38,1.3915120964674967,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",82.86,7.18,3.21,0.11,6.64,68.41,30.55,1.04
HOBBIES_2_092_WI_3_validation,1913,1,0.0,0.0,0.97,1.0,0.97,96999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",75.89,14.04,2.63,0.1,7.34,83.71,15.67,0.62
FOODS_2_171_TX_3_validation,1912,0,0.0,0.0,0.35,1.0,0.35,34999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",75.23,17.04,2.84,0.12,4.78,85.22,14.19,0.59
HOBBIES_1_212_CA_3_validation,1908,0,0.0,0.0,0.12,1.0,0.12,11999.999999999998,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",77.11,16.5,1.84,0.11,4.44,89.43,9.99,0.58
HOUSEHOLD_2_230_CA_1_validation,1902,0,0.0,0.0,0.0,1.0,0.0,0.0,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",80.14,14.5,2.04,0.08,3.24,87.24,12.25,0.51
HOUSEHOLD_1_014_CA_1_validation,1905,1,0.0,0.0,1.09,1.0,1.09,109000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",78.01,12.08,2.92,0.1,6.88,79.96,19.35,0.68
HOUSEHOLD_2_297_CA_4_validation,1897,1,0.0,0.0,1.11,1.0,1.11,111000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",81.38,12.67,1.25,0.1,4.6,90.37,8.94,0.69
HOBBIES_1_245_CA_4_validation,1911,0,0.0,0.0,0.26,1.0,0.26,26000.0,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",77.79,16.68,0.94,0.06,4.52,94.35,5.31,0.35
HOBBIES_2_005_TX_1_validation,1899,0,0.0,0.0,1.0,1.0,1.0,99999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",76.86,12.83,2.75,0.1,7.46,81.78,17.56,0.66
FOODS_3_284_WI_2_validation,1894,1,0.02,0.0,2.29,2.0,2.29,114.44277861069466,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",58.92,20.02,6.34,0.15,14.57,75.53,23.92,0.55
FOODS_3_414_WI_2_validation,1893,1,0.0,0.0,1.88,2.0,1.88,187999.99999999997,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",79.59,13.44,2.81,0.12,4.04,82.12,17.15,0.73
HOUSEHOLD_2_270_WI_2_validation,1894,0,0.0,0.0,1.5,2.0,1.5,150000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",82.13,8.87,3.14,0.11,5.75,73.18,25.92,0.9
FOODS_2_132_TX_1_validation,1890,0,0.0,0.0,0.29,1.0,0.29,28999.999999999996,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",78.9,16.32,1.31,0.06,3.4,92.23,7.43,0.34
HOUSEHOLD_1_434_TX_3_validation,1912,0,1.2,0.0,3.34,3.0,3.34,2.783310139082174,LOW,Seasonality And Events,"['Follow planned seasonal inventory', 'Continue monitoring event calendar', 'No additional action required']",74.48,3.89,7.27,0.18,14.17,34.28,64.13,1.6
FOODS_3_301_CA_2_validation,1906,3,1.1,0.0,3.57,3.0,3.57,3.2454250415905306,MEDIUM,Seasonality And Events,"['Review upcoming seasonal demand', 'Coordinate with suppliers', 'Validate promotion schedule']",78.11,3.6,5.78,0.15,12.37,37.81,60.66,1.54
FOODS_1_040_CA_3_validation,1903,3,0.13,0.0,2.61,2.0,2.61,20.075378817014073,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",80.56,12.11,2.48,0.11,4.74,82.39,16.89,0.72
HOBBIES_2_103_WI_1_validation,1888,0,0.0,0.0,0.98,1.0,0.98,97999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",77.16,16.46,1.86,0.11,4.42,89.32,10.1,0.58
HOUSEHOLD_2_118_WI_3_validation,1910,1,0.01,0.0,1.83,2.0,1.83,182.81718281718284,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",68.33,14.74,5.19,0.13,11.62,73.5,25.86,0.63
HOUSEHOLD_1_052_WI_2_validation,1890,0,0.0,0.0,0.99,1.0,0.99,98999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",79.71,14.62,1.39,0.09,4.18,90.76,8.66,0.59
HOUSEHOLD_1_070_CA_4_validation,1903,0,0.0,0.0,1.82,2.0,1.82,182000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",78.67,12.03,2.88,0.11,6.31,80.11,19.16,0.73
HOBBIES_1_211_WI_3_validation,1913,0,0.0,0.0,1.13,1.0,1.13,112999.99999999999,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",76.48,15.13,2.52,0.1,5.77,85.23,14.19,0.58
FOODS_3_724_TX_2_validation,1904,0,0.0,0.0,1.02,1.0,1.02,102000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",81.72,12.51,1.21,0.1,4.46,90.54,8.76,0.7
HOUSEHOLD_1_159_TX_2_validation,1890,0,0.12,0.0,2.03,2.0,2.03,16.915257061911507,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",56.01,25.79,3.69,0.14,14.36,87.05,12.47,0.49
HOBBIES_1_371_WI_3_validation,1905,8,2.35,0.0,7.85,7.0,7.85,3.340411317398649,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",70.11,12.77,5.62,0.82,10.68,66.47,29.27,4.26
FOODS_2_093_WI_1_validation,1906,1,1.97,0.0,5.06,5.0,5.06,2.5685148806351235,LOW,Seasonality And Events,"['Follow planned seasonal inventory', 'Continue monitoring event calendar', 'No additional action required']",69.88,7.44,8.33,0.22,14.13,46.51,52.09,1.4
HOUSEHOLD_2_277_WI_3_validation,1900,0,0.0,0.0,1.0,1.0,1.0,99999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",80.63,13.51,2.25,0.11,3.5,85.14,14.17,0.7
FOODS_2_137_WI_2_validation,1903,1,2.29,0.0,6.8,6.0,6.8,2.969419347513766,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",72.16,10.18,6.99,0.2,10.46,58.6,40.24,1.16
HOUSEHOLD_1_077_TX_3_validation,1908,2,0.36,0.0,2.07,2.0,2.07,5.749840282214382,MEDIUM,Seasonality And Events,"['Review upcoming seasonal demand', 'Coordinate with suppliers', 'Validate promotion schedule']",77.39,1.5,5.73,0.16,15.23,20.27,77.62,2.11
FOODS_2_335_CA_4_validation,1895,1,0.0,0.0,1.04,1.0,1.04,104000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",80.68,12.27,2.6,0.11,4.34,81.91,17.37,0.72
HOUSEHOLD_2_275_WI_1_validation,1894,0,0.0,0.0,1.0,1.0,1.0,99999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",78.27,15.64,2.27,0.11,3.71,86.82,12.6,0.58
FOODS_2_028_WI_3_validation,1892,2,0.95,0.0,3.22,3.0,3.22,3.3894380059157276,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",59.26,15.69,6.98,0.13,17.95,68.84,30.61,0.55
FOODS_1_193_CA_3_validation,1891,0,0.08,0.0,2.17,2.0,2.17,27.121609798775154,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",73.07,12.6,4.25,0.12,9.97,74.29,25.02,0.69
HOBBIES_1_014_WI_3_validation,1888,0,0.0,0.0,0.85,1.0,0.85,84999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",74.6,17.28,2.54,0.1,5.48,86.74,12.73,0.53
FOODS_2_307_CA_2_validation,1893,4,0.99,0.0,3.29,3.0,3.29,3.323198755568126,MEDIUM,Seasonality And Events,"['Review upcoming seasonal demand', 'Coordinate with suppliers', 'Validate promotion schedule']",85.18,2.65,6.21,0.19,5.77,29.24,68.65,2.12
HOUSEHOLD_2_135_WI_2_validation,1893,1,0.0,0.0,0.0,1.0,0.0,0.0,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",78.31,16.68,2.02,0.11,2.88,88.71,10.72,0.57
HOUSEHOLD_1_296_CA_3_validation,1904,3,0.53,0.0,2.29,2.0,2.29,4.320673194845381,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",82.33,3.19,3.1,0.12,11.26,49.75,48.4,1.84
FOODS_1_218_WI_2_validation,1902,10,10.09,4.6,18.25,17.0,13.65,1.352823238034452,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",86.56,7.54,2.88,0.38,2.63,69.8,26.68,3.52
HOUSEHOLD_1_526_WI_3_validation,1891,0,0.0,0.0,1.02,1.0,1.02,102000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",76.45,15.19,2.74,0.1,5.52,84.23,15.21,0.56
HOBBIES_1_026_CA_1_validation,1907,0,0.0,0.0,1.0,1.0,1.0,99999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",80.39,13.27,2.12,0.11,4.11,85.61,13.66,0.73
HOUSEHOLD_1_463_WI_1_validation,1893,0,0.0,0.0,0.93,1.0,0.93,93000.0,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",80.21,14.38,2.09,0.11,3.21,86.73,12.61,0.66
FOODS_2_049_CA_1_validation,1902,0,-0.0,0.0,2.04,2.0,2.04,204000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",64.9,18.68,4.73,0.13,11.55,79.35,20.09,0.56
FOODS_2_034_TX_1_validation,1910,4,1.42,0.0,4.56,4.0,4.56,3.211244991232456,MEDIUM,Seasonality And Events,"['Review upcoming seasonal demand', 'Coordinate with suppliers', 'Validate promotion schedule']",75.91,5.08,8.33,0.2,10.48,37.3,61.21,1.49
FOODS_3_350_CA_2_validation,1913,3,1.72,0.0,4.16,4.0,4.16,2.4185905895895954,LOW,Seasonality And Events,"['Follow planned seasonal inventory', 'Continue monitoring event calendar', 'No additional action required']",68.79,7.07,8.36,0.23,15.54,45.14,53.37,1.49
FOODS_2_325_CA_3_validation,1892,17,5.49,0.62,12.92,12.0,12.3,2.240433077535378,LOW,Seasonality And Events,"['Follow planned seasonal inventory', 'Continue monitoring event calendar', 'No additional action required']",79.85,5.5,5.73,0.12,8.8,48.45,50.49,1.05
FOODS_3_254_WI_3_validation,1907,0,0.0,0.0,1.35,2.0,1.35,135000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",82.6,12.62,1.98,0.1,2.7,85.82,13.48,0.7
HOBBIES_2_027_TX_2_validation,1906,1,0.0,0.0,1.0,1.0,1.0,99999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",76.73,12.46,2.87,0.11,7.83,80.71,18.61,0.68
FOODS_3_644_TX_1_validation,1895,0,0.0,0.0,0.0,0.0,0.0,0.0,LOW,Demand Volatility,"['Maintain current safety stock', 'Continue routine demand monitoring', 'No immediate intervention required']",77.14,17.12,2.57,0.08,3.09,86.6,12.99,0.41
HOUSEHOLD_2_333_CA_1_validation,1907,2,0.0,0.0,1.0,1.0,1.0,99999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",80.58,13.45,2.13,0.11,3.73,85.68,13.6,0.73
HOUSEHOLD_1_388_CA_2_validation,1899,0,0.0,0.0,0.06,1.0,0.06,5999.999999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",74.39,16.61,2.53,0.1,6.37,86.35,13.15,0.51
HOUSEHOLD_2_320_CA_3_validation,1906,0,0.0,0.0,0.93,1.0,0.93,93000.0,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",76.46,14.05,2.59,0.1,6.8,83.92,15.45,0.62
FOODS_3_700_TX_2_validation,1901,1,0.35,0.0,2.26,2.0,2.26,6.456958372617925,MEDIUM,Demand Volatility,"['Review safety stock levels', 'Monitor demand over the next replenishment cycle', 'Check reorder parameters']",71.84,13.19,4.45,0.13,10.39,74.26,25.03,0.71
HOUSEHOLD_2_050_TX_1_validation,1894,0,0.0,0.0,1.0,1.0,1.0,99999.99999999999,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",79.67,13.34,2.42,0.11,4.46,84.07,15.25,0.68
FOODS_2_184_CA_3_validation,1889,0,1.71,0.02,3.99,4.0,3.97,2.321623850152923,LOW,Seasonality And Events,"['Follow planned seasonal inventory', 'Continue monitoring event calendar', 'No additional action required']",69.23,10.04,11.12,0.19,9.42,47.04,52.06,0.9
FOODS_3_141_WI_3_validation,1897,0,0.0,0.0,1.04,1.0,1.04,104000.0,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",80.55,13.05,1.45,1.92,3.02,79.45,8.85,11.7
HOUSEHOLD_1_215_CA_2_validation,1898,2,1.64,0.0,3.87,4.0,3.87,2.359741708892019,LOW,Seasonality And Events,"['Follow planned seasonal inventory', 'Continue monitoring event calendar', 'No additional action required']",60.73,10.53,10.73,0.18,17.83,49.11,50.03,0.86
HOBBIES_2_003_CA_4_validation,1896,0,0.0,0.0,0.07,1.0,0.07,7000.0,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",76.78,16.53,2.11,0.07,4.51,88.35,11.29,0.35
FOODS_3_802_CA_2_validation,1887,0,0.0,0.0,1.18,1.0,1.18,117999.99999999999,CRITICAL,Demand Volatility,"['Expedite replenishment', 'Increase emergency inventory', 'Notify inventory planner immediately']",81.66,11.85,2.01,0.1,4.38,84.94,14.37,0.69
HOBBIES_2_078_CA_3_validation,1899,1,0.0,0.0,0.03,1.0,0.03,2999.9999999999995,HIGH,Demand Volatility,"['Increase safety stock', 'Shorten replenishment cycle', 'Monitor demand daily']",78.39,13.51,2.6,0.08,5.42,83.42,16.06,0.52
